valence,year,acousticness,artists_x,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,matched_artist,artists_y,genres
0.502,2013,0.0125,['drake'],0.831,224013,0.6509999999999999,1,3IQgeOgdHIag6mu0mgKRgQ,0.0,1,0.0809,-8.363,1,The Language,56,2013-01-01,0.4370000000000001,120.065,drake,drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
0.772,2001,0.784,['the dwarf chorus'],0.789,168573,0.67,0,4XjBPaPcclm45g7jqxs80O,0.0366,0,0.102,-10.515,1,"Heigh-Ho - From ""Snow White and the Seven Dwarfs""/Soundtrack Version",41,2001-01-01,0.046,102.97,the dwarf chorus,the dwarf chorus,"['disney', 'movie tunes']"
0.415,1954,0.6709999999999999,"['kid ory', 'teddy buckner', 'pud brown', 'lloyd glenn', 'julian davidson', 'ed garland', 'minor hall', 'bob mccracken', 'don ewell', 'morty corb', 'george probert', 'alvin alcorn', 'barney kessel', 'phil gomez', 'cedric haywood', 'wellman braud']",0.534,188684,0.205,0,00nj44fexPAZZIbCImCpzp,0.0102,6,0.193,-14.814,1,St James Infirmary,3,1954-01-01,0.0717,70.221,members of the glenn miller orchestra,members of the glenn miller orchestra,[]
0.0784,1951,0.968,['mario nascimbene'],0.221,189667,0.0762,0,0l6GjIUZUMlSo9xd0pJvB5,0.848,7,0.105,-22.643,0,"Cronaca di un delitto, Seq. 3",0,1951-01-01,0.0381,83.36200000000002,nas,nas,"['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']"
0.151,1951,0.995,"['alexander scriabin', 'vladimir horowitz']",0.487,99360,0.165,0,5KzC2BnpZ3LATPVu12x25x,0.903,1,0.115,-17.913,0,"Prelude, Op. 59, No. 2: Sauvage, belliqueux - Remastered",6,1951,0.0478,82.074,vladimir spivakov,vladimir spivakov,[]
0.458,1987,0.000549,['martin dupont'],0.443,263822,0.912,0,1tbL1iLdlz8fLqopGAL6zZ,1.62e-05,10,0.775,-6.104,1,Inside Out,41,1987-04-26,0.05,157.918,freddy martin & his orchestra,freddy martin & his orchestra,['big band']
0.414,1990,0.0165,['ac/dc'],0.452,250333,0.821,0,7A1odihHBrI8n9k0Fefh2j,3.53e-06,7,0.13,-4.816,1,Are You Ready,64,1990-09-24,0.0324,108.529,ac/dc,ac/dc,"['album rock', 'australian rock', 'hard rock', 'rock']"
0.565,2005,0.00168,['the veronicas'],0.581,208973,0.857,0,4ECvB9frSDegHfKNRh9dwT,0.000166,5,0.0967,-2.21,0,4ever,56,2005-10-18,0.0627,145.941,the veronicas,the veronicas,"['australian pop', 'candy pop', 'dance pop', 'electropop', 'girl group', 'pop', 'pop dance', 'post-teen pop']"
0.69,2008,0.00413,['the cheetah girls'],0.8059999999999999,211027,0.91,0,30dn9JpKV0mxoIrENuDszw,0.121,1,0.0612,-3.602,1,Dance Me If You Can - Soundtrack,43,2008-01-01,0.0741,110.034,the cheetah girls,the cheetah girls,"['dance pop', 'disney', 'girl group', 'pop', 'post-teen pop']"
0.518,1936,0.613,['h.p. lovecraft'],0.716,131700,0.371,0,13TSQPMoxOuoOw1ErnahpQ,0.0,9,0.126,-23.601,0,Capítulo 12.4 - la Sombra Fuera del Tiempo,0,1936,0.905,126.528,w.a.s.p.,w.a.s.p.,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
0.966,1994,0.114,['los tigres del norte'],0.654,156573,0.443,0,6KytHKsDCeiLiOZD2VRH0i,0.0,9,0.046,-9.88,1,Bohemio De Afición,39,1994-01-01,0.326,163.865,orchestra del teatro san carlo di napoli,orchestra del teatro san carlo di napoli,[]
0.279,1992,0.00547,['stone temple pilots'],0.43,319693,0.8490000000000001,0,4C4Xa4ChCQr7cfTFdd5abC,4.16e-05,9,0.0727,-8.992,0,Only Dying - Demo,33,1992-09-29,0.0563,143.499,stone bwoy,stone bwoy,[]
0.0814,1959,0.981,['roger williams'],0.302,180773,0.0716,0,22VTYF19THXJrqlzMx2rMh,0.895,4,0.183,-19.476,1,O Little Town Of Bethlehem,38,1959-11-11,0.0345,117.193,iam,iam,"['dark trap', 'emo rap', 'pop rap', 'sad rap']"
0.619,2007,0.00178,['coheed and cambria'],0.415,260653,0.95,1,2qmGtAreUoCQsvLzBO5l1P,7.46e-05,2,0.385,-3.5980000000000003,0,Gravemakers & Gunslingers,40,2007-10-18,0.111,164.96,cam,cam,"['dance pop', 'pop', 'pop dance', 'post-teen pop']"
0.923,1963,0.425,['the beatles'],0.545,169507,0.853,0,3zw4FTrVNfy2teEkV9FOvh,0.0,11,0.266,-8.369,0,Money (That's What I Want) - Remastered 2009,48,1963-11-22,0.0394,128.816,the jud conlon chorus,the jud conlon chorus,"['disney', 'movie tunes']"
0.386,1968,0.147,['the monkees'],0.469,135733,0.546,0,2fOpMlFiv4rAKUt2KmF97a,0.00257,8,0.281,-7.74,0,Valleri,24,1968-04-22,0.0525,75.801,the monkees,the monkees,"['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']"
0.503,1952,0.985,['lata mangeshkar'],0.565,208467,0.313,0,2Vft3BZXlX309rWV2fGTym,0.505,10,0.125,-12.532,0,Mera Qarar Leja - Female Vocals,1,1952-12-31,0.0284,106.559,maná,maná,"['latin', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']"
0.26,2012,0.0751,['rascal flatts'],0.442,262227,0.556,0,7ClZTubD4KudpEuBysLMUI,7.59e-06,4,0.0984,-6.925,1,Changed,45,2012-01-01,0.0345,140.563,calo,calo,"['guadalajara indie', 'latin alternative', 'latin rock', 'mexican indie']"
0.967,2002,0.0506,['maroon 5'],0.662,173693,0.908,1,2RjpDxBii8EvC6p6wxwCSz,0.0,1,0.0508,-4.763999999999999,0,Harder To Breathe,55,2002-06-25,0.0449,149.941,maroon 5,maroon 5,"['pop', 'pop rock']"
0.403,1953,0.984,['mukesh'],0.514,184200,0.15,0,5PVY6Y8UW8KBzcZYCwhr3q,0.115,6,0.127,-20.606,0,Raat Andheri Door Savera,5,1953-12-01,0.0387,96.344,mø,mø,"['contemporary country', 'deep talent show']"
0.239,1995,0.333,['kenny chesney'],0.595,219960,0.32,0,3f5rOhrNLYP53c9RcPfp02,7.06e-05,7,0.34,-9.494,1,Me and You,53,1995-06-12,0.0272,143.565,"kenny vaughan & ""the art of love""","kenny vaughan & ""the art of love""",[]
0.904,1999,0.248,['el tiempo'],0.5710000000000001,192667,0.8240000000000001,0,3bXiDeHMZEscqIzqK0onHB,0.000186,7,0.151,-2.7230000000000003,0,En Tu Pelo,54,1999,0.0574,167.08900000000003,el tiempo,el tiempo,['grupera']
0.787,2003,0.283,['calvin richardson'],0.812,264213,0.493,0,1E12YwwVqgkXHghcQdclzO,0.0,2,0.176,-4.297,1,Falling Out,38,2003-01-01,0.0444,97.601,calvin richardson,calvin richardson,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
0.168,2018,0.359,"['88rising', 'joji', 'rich brian', 'higher brothers', 'august 08']",0.409,280842,0.6779999999999999,1,6TodWdTSDfzwgYynTZSvJn,4.76e-06,9,0.1669999999999999,-7.731,1,Midsummer Madness,73,2018-07-20,0.0878,89.96799999999998,august 08,august 08,"['la pop', 'r&b']"
0.82,2000,0.405,['atlanta rhythm section'],0.606,263800,0.501,0,5mpzCj9l1pYsL4XOXiea84,0.0539,5,0.0945,-10.964,0,So Into You,41,2000-01-01,0.0335,86.057,atlanta rhythm section,atlanta rhythm section,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock', 'yacht rock']"
0.455,2011,0.223,['beast'],0.665,234587,0.866,0,69QlYqNJeZG14R4an2aoJv,0.0,7,0.373,-3.81,1,Fiction,55,2011-05-17,0.056,128.041,ensemble - beauty and the beast,ensemble - beauty and the beast,[]
0.78,1996,0.0466,['redman'],0.8809999999999999,253893,0.6659999999999999,1,6LC4vlTlG7MPZ6wYRXGPC8,2.02e-06,6,0.119,-9.155,0,Do What U Feel,38,1996-01-01,0.378,91.547,maná,maná,"['latin', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']"
0.68,1957,0.6759999999999999,['b.b. king'],0.573,169707,0.722,0,6MrLjEmXy9IAPAX1mAKySE,3.2299999999999986e-05,3,0.194,-3.724,1,Everyday I Have The Blues,26,1957-01-01,0.0418,104.841,"brandy ""ms. b"" hambrick","brandy ""ms. b"" hambrick",[]
0.0613,2013,0.344,['explosions in the sky'],0.266,290872,0.182,0,3CSO9mXOUtOzIM6Eqq9QlF,0.6459999999999999,0,0.106,-15.988,1,Waking Up,51,2013-12-17,0.0354,105.344,"the choir of trinity college, cambridge","the choir of trinity college, cambridge","['british choir', 'cambridge choir', 'choral']"
0.74,1969,0.498,['the friends of distinction'],0.595,174080,0.857,0,755QPhAgO1YSmbs8a9M9b9,0.0,1,0.355,-6.89,0,Grazing In the Grass,49,1969-03-26,0.163,127.629,the friends of distinction,the friends of distinction,"['classic soul', 'motown']"
0.459,1996,0.189,['do or die'],0.6920000000000001,285200,0.377,1,5SUVwHKmmWDOJ3hdaXFTbD,0.0,6,0.155,-14.498,1,Playa Like Me and You,46,1996,0.096,135.768,do or die,do or die,"['chicago rap', 'gangster rap', 'rap', 'southern hip hop', 'trap']"
0.843,1999,0.0733,['jay-z'],0.6829999999999999,240800,0.7140000000000001,1,76NzgCXGhwGFon40a8yHBv,0.0,8,0.0611,-7.207999999999997,1,So Ghetto,41,1999-12-28,0.356,92.283,jay-z,jay-z,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']"
0.511,1947,0.994,['hemant kumar'],0.391,178093,0.195,0,2kvHljmiauzCMfnfLZbfU0,0.928,2,0.132,-19.098,0,Tanu Chandan Bati,0,1947-12-01,0.0717,75.039,hemant kumar,hemant kumar,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'rabindra sangeet', 'sufi']"
0.467,2007,0.0114,['the white stripes'],0.57,228000,0.743,0,37SxzqcjbwYfZxZlW8jZYA,0.000409,4,0.078,-7.419,0,Rag and Bone,46,2007-06-15,0.126,95.178,"the choir of trinity college, cambridge","the choir of trinity college, cambridge","['british choir', 'cambridge choir', 'choral']"
0.381,2010,0.15,['kid cudi'],0.608,183173,0.544,0,0Epl79nHvdyTdZRAiWpJah,0.00062,11,0.146,-6.465,0,REVOFEV,58,2010-11-09,0.0474,68.861,willie the kid,willie the kid,"['alternative hip hop', 'boom bap', 'conscious hip hop', 'soul flow', 'underground hip hop']"
0.6829999999999999,1963,0.7340000000000001,['slim whitman'],0.384,130453,0.48,0,00JyOuwNgX6XkNxEQj1sV7,0.00181,9,0.114,-9.135,1,Hi Lili Hilo,15,1963-01-01,0.0338,185.852,slim whitman,slim whitman,"['cowboy western', 'yodeling']"
0.151,1950,0.6779999999999999,"['lani misalucha', 'freestyle']",0.302,292000,0.528,0,40VJbhFDauupPoWUn1h0m9,0.0,7,0.578,-9.093,1,Bakit Ngayon Ka Lang,20,1950-01-01,0.0397,129.092,lani hall,lani hall,[]
0.237,2005,0.183,['ricardo arjona'],0.505,272573,0.617,0,6Eb3FQ2eSSyENY5wJsY0Ot,1.54e-06,5,0.189,-5.547999999999999,1,Acompáñame a Estar Solo,63,2005,0.0328,172.882,niño ricardo and la niña de los peines,niño ricardo and la niña de los peines,[]
0.154,2006,0.000447,['parkway drive'],0.221,317907,0.924,0,6Q9XnZPl7qbvvYV3UBz6bP,0.0068,6,0.389,-4.57,0,Romance Is Dead,46,2006-08-22,0.123,146.797,wayv,wayv,"['chinese idol pop', 'k-pop']"
0.0902,1988,0.973,['enya'],0.162,228717,0.0546,0,0aF9woXZLH6AH4ayrkVHhQ,0.00124,6,0.116,-20.565,1,Evening Falls,48,1988,0.0443,84.43799999999997,lotte lenya,lotte lenya,['cabaret']
0.931,1977,0.0111,['cheap trick'],0.617,214733,0.589,0,3WaRGIBMhgbwzfH36MsQDZ,0.0182,0,0.0528,-11.214,1,You're All Talk,24,1977-09,0.0378,127.162,rick chase,rick chase,[]
0.804,1991,0.0354,['van halen'],0.546,232867,0.785,0,5IpIcYj3omb4iOP76bAoRP,3.6000000000000007e-06,9,0.0935,-8.788,1,Top of the World,49,1991-06-17,0.0297,127.957,van halen,van halen,"['album rock', 'classic rock', 'hard rock', 'rock']"
0.362,1929,0.883,['damia'],0.402,184738,0.12,0,1s1X6GmkRg4YI1MzqQtWZ1,0.0,7,0.378,-14.619000000000002,1,Ne Dis Rien,0,1929,0.0422,98.941,"nas & damian ""jr. gong"" marley","nas & damian ""jr. gong"" marley",['reggae fusion']
0.7979999999999999,1992,0.0146,['steven curtis chapman'],0.612,277160,0.7959999999999999,0,59mnb4tpRbH456ey5INhCh,0.0,2,0.255,-12.112,1,The Great Adventure,40,1992-01-01,0.0303,138.914,maná,maná,"['latin', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']"
0.889,1953,0.871,['los troveros criollo'],0.725,216842,0.737,0,2FWNj7F4Q67TXiicPvPOiB,8.499999999999999e-05,2,0.0538,-11.98,0,Tupido Pa' la Finca,0,1953-01-01,0.061,100.602,los primos mx,los primos mx,"['duranguense', 'regional mexican']"
0.447,2003,0.0355,['the white stripes'],0.191,108400,0.99,0,52vZfFJ4ZKLDabaTAH242l,0.575,9,0.0679,-4.086,1,Hypnotize,41,2003-04-01,0.53,184.103,"the choir of trinity college, cambridge","the choir of trinity college, cambridge","['british choir', 'cambridge choir', 'choral']"
0.308,1971,0.00605,['the who'],0.262,331227,0.753,0,5krKfzHR6HTdUNZvp6fPzS,0.00237,0,0.523,-11.494000000000002,1,Naked Eye,21,1971-08-14,0.0594,167.62,the the,the the,"['canadian contemporary r&b', 'canadian pop', 'pop']"
0.428,1990,0.000636,['ride'],0.428,257667,0.802,0,58AWfmYbSeMywgJtXkey7Q,0.778,4,0.0944,-5.682,1,Vapour Trail - 2001 Remaster,52,1990-10-15,0.0304,107.527,mcbride & the ride,mcbride & the ride,['deep contemporary country']
0.805,1961,0.196,['pete fountain'],0.644,169027,0.523,0,3O9fAfK086HTifzfJRrzUK,0.000159,5,0.172,-13.939,0,Walking Through New Orleans,22,1961-01-01,0.0424,89.071,pete rock & c.l. smooth,pete rock & c.l. smooth,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap', 'turntablism']"
0.0875,2005,0.8809999999999999,"[""george balanchine's the nutcracker"", 'david zinman', 'new york city ballet orchestra']",0.26,360493,0.145,0,2BQihUnEbJOuBLndGgrD17,0.53,4,0.101,-20.066,0,Act I: Waltz of the Snowflakes,43,2005-12-06,0.038,104.998,new york city ballet orchestra,new york city ballet orchestra,[]
0.57,1928,0.994,"['francisco canaro', 'charlo']",0.7659999999999999,166013,0.158,0,3MGEEhI1fSacHgCc42VORH,0.0298,5,0.121,-11.367,0,Deja Que la Gente Diga - Remasterizado,0,1928-09-16,0.0986,115.107,francisco tárrega,francisco tárrega,"['chill guitar', 'late romantic era']"
0.836,2010,0.0147,"['kottonmouth kings', 'insane clown posse']",0.8390000000000001,283708,0.8420000000000001,1,4LlSCiNCLlwKnElGlUgIKJ,0.0,6,0.34,-4.547,0,Fuck the Police,43,2010-04-20,0.355,162.035,insane clown posse,insane clown posse,"['comic', 'rap rock']"
0.637,1949,0.8170000000000001,['little jimmy dickens'],0.816,173867,0.489,0,3fGCP9DPQj9Zvv4Ecug3U1,0.0,9,0.227,-8.641,1,Hillbilly Fever,4,1949,0.0306,108.115,lit,lit,"['dance pop', 'girl group', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']"
0.516,1981,0.000828,['fear'],0.335,128160,0.708,0,6bjYA8eNwYLpNJoZK7G1Z1,1.5399999999999998e-05,9,0.0547,-9.71,1,New York's Alright If You Like Saxophones,29,1981-01-01,0.0764,153.35,fear,fear,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']"
0.185,1981,0.804,['barbra streisand'],0.305,248667,0.295,0,1ewTd6py4ifeRxoFH0HXlu,1.67e-05,1,0.073,-14.085,1,Comin' In and out of Your Life,29,1981,0.0392,139.8,barbra streisand,barbra streisand,"['adult standards', 'mellow gold', 'soft rock']"
0.6940000000000001,1985,0.918,['tom waits'],0.6559999999999999,171410,0.226,0,7jYGrZYqRXcK2IuJQJdMA9,7.54e-06,10,0.107,-15.17,0,Tango Till They're Sore,41,1985-09-30,0.0399,98.292,stompin' tom connors,stompin' tom connors,"['canadian indie', 'canadian singer-songwriter', 'nl folk']"
0.251,1963,0.846,['living strings'],0.249,192147,0.235,0,6S4mWt72qIda3FEX54q0uL,0.8420000000000001,1,0.199,-16.379,1,White Christmas,12,1963-10-01,0.0299,90.331,living strings,living strings,['easy listening']
0.895,1989,0.191,['phil collins'],0.6579999999999999,291587,0.879,0,14nb0X9qs2tieGtFvY9XUl,0.00796,8,0.203,-3.776,1,Something Happened on the Way to Heaven - 2016 Remaster,36,1989-11-20,0.0282,114.632,phil collins,phil collins,"['mellow gold', 'rock drums', 'soft rock']"
0.754,1966,0.0384,['small faces'],0.429,173067,0.691,0,3FBhP2GcnzbYdZ6zlSuo1x,1.05e-06,7,0.184,-5.678,1,Shake,22,1966-05-06,0.0435,79.23,small faces,small faces,"['art rock', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'classic uk pop', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'pub rock', 'rock']"
0.684,1996,0.000155,['less than jake'],0.353,126360,0.975,1,6hxxNvnPcPZFUqQxtjHMG7,2.99e-05,2,0.0796,-2.877,1,Automatic,39,1996-01-01,0.0688,132.628,jake owen,jake owen,"['contemporary country', 'country', 'country road', 'modern country rock']"
0.507,1982,0.807,['raffi'],0.682,138427,0.0378,0,0BH0GiMvBIIjY9omG5RMxJ,0.0,1,0.1669999999999999,-16.239,1,Five Little Ducks,42,1982,0.0774,102.874,traffic,traffic,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock']"
0.5820000000000001,1970,0.249,['miles davis'],0.534,841747,0.524,0,6QjReBcA4E9BpPOha4Ek6V,0.418,10,0.096,-9.931,1,Miles Runs the Voodoo Down,24,1970-04,0.0332,118.84,miles davis,miles davis,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']"
0.185,2002,0.0017,['eminem'],0.6679999999999999,339547,0.8240000000000001,1,3CpoeW0cZSDzIRv5z34F87,3.05e-06,5,0.0426,-4.164,0,Sing For The Moment,71,2002-05-26,0.1369999999999999,163.96099999999996,eminem,eminem,"['detroit hip hop', 'hip hop', 'rap']"
0.334,2020,0.038,"['the kid laroi', 'lil mosey']",0.389,183567,0.768,1,0OtK6gE4DipBy7u3rUWBvJ,0.0,1,0.119,-4.765,1,WRONG (feat. Lil Mosey),70,2020-11-06,0.256,90.146,the kid laroi,the kid laroi,['australian hip hop']
0.311,1948,0.951,"['ludwig van beethoven', 'rudolf serkin']",0.343,293333,0.184,0,12qEMrRzDSXe5AlTfonRFy,0.0252,2,0.165,-15.53,1,"Trio No. 4 in D Major, Op. 70 ""Ghost"": I. Allegro vivace e con brio",0,1948,0.0382,85.932,van cliburn,van cliburn,"['american classical piano', 'classical piano']"
0.403,2002,0.013,['red hot chili peppers'],0.725,231933,0.8029999999999999,0,1ndGB6rvxKYN9seCYO1dTF,3.66e-05,2,0.0891,-4.083,1,The Zephyr Song,69,2002-07-09,0.0337,117.391,hot,hot,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']"
0.116,2008,0.215,['have a nice life'],0.374,366657,0.479,0,1AOisyOwLgQ7EveVBCo0GG,0.8859999999999999,5,0.504,-7.461,1,I Don't Love,47,2008-01-01,0.035,99.969,m.a.g.s.,m.a.g.s.,['buffalo ny indie']
0.892,1988,0.249,['earl thomas conley'],0.7440000000000001,161653,0.616,0,6bkLnWhGbWxedpKv58eql5,0.0,2,0.0897,-9.272,1,Finally Friday,33,1988,0.0345,125.566,earl thomas conley,earl thomas conley,"['classic country pop', 'country', 'country rock']"
0.917,1970,0.5670000000000001,['cornelio reyna'],0.79,188240,0.691,0,3MTdHQB4Z3xH0h6Iw1mhH0,2.12e-06,8,0.0593,-3.904,1,Me cai de la nube,33,1970-02-04,0.0402,112.876,cornelio reyna,cornelio reyna,"['corrido', 'norteno', 'ranchera', 'regional mexican']"
0.341,1982,0.00169,['zarbo'],0.62,227799,0.926,0,2TuoRFM84lpAg8Qjq3xpWp,0.0398,5,0.24,-4.923,0,Correction In Direction (Remastered 2020),36,1982,0.0527,139.036,starbomb,starbomb,"['antiviral pop', 'comic', 'otacore']"
0.591,1989,0.0125,['nine inch nails'],0.5920000000000001,273133,0.987,0,0LEs2eQLPXOEVi8sblfu4Y,0.804,6,0.936,-4.433,0,Kinda I Want To,31,1989-10-20,0.133,104.054,nine inch nails,nine inch nails,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'rock']"
0.1369999999999999,1946,0.8320000000000001,['manfried rössner'],0.584,123700,0.12,0,1diabMGg3C1xpMiD1IBMl3,0.0,7,0.128,-18.486,1,Kapitel 25 - Karl III. Und Anna von Österreich,0,1946-11-29,0.388,108.984,manfried rössner,manfried rössner,[]
0.422,1999,0.00619,"['the flaming lips', 'peter mokran']",0.371,259200,0.688,0,2EJDRDvRRMZy3pBIDKuvbj,0.00562,5,0.529,-7.805,0,Waitin' for a Superman - Mokran Mix; 2017 Remaster,37,1999-05-17,0.0349,170.111,the flaming lips,the flaming lips,"['alternative rock', 'art rock', 'freak folk', 'indie pop', 'indie rock', 'modern rock', 'noise pop', 'okc indie', 'rock']"
0.591,2014,0.0191,['rupaul'],0.826,212693,0.614,0,5PHPENfE3RVmHGAA2A7Hfx,0.0172,11,0.0865,-4.22,1,Sissy That Walk,64,2014-02-24,0.0561,126.046,paul pasquier,paul pasquier,[]
0.127,2001,0.8220000000000001,['joe hisaishi'],0.4970000000000001,132467,0.401,0,6JUWHRh6JW3qR56gCl218U,0.93,5,0.285,-13.795,1,The Dragon Boy,46,2001-07-18,0.0297,109.611,joe hisaishi,joe hisaishi,"['anime', 'anime score', 'japanese classical', 'japanese soundtrack', 'soundtrack']"
0.614,1949,0.962,['asit baran'],0.467,174320,0.614,0,4JjJMrwatsZ2Ib8IxACNEU,0.7829999999999999,4,0.139,-8.789,1,Bhajare Bhaiya Ramgobind,0,1949-12-01,0.0706,120.146,asit baran,asit baran,[]
0.65,1966,0.878,"['jerry herman', 'angela lansbury', 'frankie michaels', 'mame ensemble', 'donald pippin']",0.5579999999999999,226187,0.371,0,0b7KiHQNfeNwHUwcTXn4gj,0.0,10,0.101,-11.823,1,Mame: Open a New Window,14,1966,0.146,117.249,jerry herman,jerry herman,['broadway']
0.24,1998,0.0227,['dmx'],0.825,213840,0.504,1,4ux6uQfMO7ZsKZgQRhec4v,0.0,0,0.115,-6.596,1,The Convo,40,1998-05-01,0.418,87.806,x,x,"['emo rap', 'miami hip hop']"
0.291,2015,0.0062,['fetty wap'],0.748,312240,0.733,1,3ESSGgWzRf1xvP7G5hHMhB,0.0,11,0.329,-4.421,0,Again,67,2015-09-25,0.072,93.019,fetty wap,fetty wap,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
0.391,1964,0.921,['hank locklin'],0.256,183240,0.176,0,402aNNmTCba88SyviGQcuD,1.92e-06,3,0.0891,-11.014,1,Too-Ra-Loo-Ra-Loo-Ral (That's an Irish Lullaby),17,1964-09-12,0.0363,175.418,hank ballard & the midnighters,hank ballard & the midnighters,"['doo-wop', 'rhythm and blues']"
0.72,2010,0.00125,['katy perry'],0.6509999999999999,230733,0.812,0,3KoTtGEDiBwUWzdRQVh9lh,3.01e-05,3,0.667,-3.797,0,Last Friday Night (T.G.I.F.),49,2010-08-24,0.0409,126.023,kay-k,kay-k,"['escape room', 'indie soul', 'lgbtq+ hip hop']"
0.616,1949,0.995,['avinash vyas'],0.753,201729,0.206,0,18gKgLYjRPSM9L6uwTuEDQ,0.29,11,0.312,-9.661,0,Halo Halo Ne Ramava Raas,0,1949-05-01,0.525,123.146,nas,nas,"['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']"
0.421,1999,0.000745,['korn'],0.49,218160,0.616,0,1WAdq62hIVZ59nUIsjAzKW,0.453,10,0.108,-7.2,1,Counting,43,1999-11-09,0.0339,92.305,kamuran akkor,kamuran akkor,"['anadolu rock', 'arabesk', 'classic turkish pop', 'turkish psych']"
0.406,1925,0.98,['tommy dorsey'],0.455,275773,0.0804,0,2AATCpoin3pSsUwjLKNCYe,0.000317,8,0.136,-15.696,1,Manhattan Serenade,30,1925,0.04,77.926,tom dorsey,tom dorsey,"['adult standards', 'big band', 'easy listening', 'jazz trombone', 'lounge', 'stride', 'swing', 'vocal jazz']"
0.0859,2017,0.648,['nav'],0.7490000000000001,226040,0.398,1,05nbZ1xxVNwUTcGwLbp7CN,1.26e-06,5,0.115,-7.44,0,Myself,72,2017-02-24,0.171,80.032,emilio navaira,emilio navaira,"['regional mexican', 'tejano']"
0.198,1967,0.912,['miles davis'],0.435,341693,0.196,0,4HbBwoRgDBOQf8MO4cJrKL,0.652,1,0.0972,-17.705,0,Vonetta,21,1967-10-23,0.0474,123.088,miles davis,miles davis,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']"
0.396,1986,0.478,['juan gabriel'],0.636,218707,0.272,0,08Jr52g99jcHUYx9NhU0IE,0.0,2,0.185,-13.787,1,Te Lo Pido por Favor,44,1986-11-21,0.0267,89.595,ana gabriel,ana gabriel,"['latin', 'latin pop', 'mariachi', 'ranchera']"
0.7559999999999999,1939,0.885,['lew stone'],0.754,202000,0.253,0,74G0jiXEntbgYYfgin249y,0.0423,5,0.107,-13.856,1,Ja Da,0,1939,0.0457,126.194,lew stone,lew stone,['british dance band']
0.0376,1942,0.991,"['franz schubert', 'artur schnabel']",0.287,420120,0.112,0,26haMKRzl9VDVmAbBE5G2C,0.935,8,0.15,-20.227,1,"Four Impromptus, Op. 90, D. 899: Impromptu No. 4 in A-Flat Major",0,1942,0.0403,71.374,franz schubert,franz schubert,"['classical', 'classical era', 'early romantic era']"
0.228,1955,0.99,"[""anita o'day""]",0.534,254667,0.0486,0,1ES25uplkTT0mKXwzntItr,0.000196,10,0.092,-15.446,0,The Man I Love,7,1955-01-01,0.0353,69.571,anita o'day,anita o'day,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'lounge', 'stride', 'swing', 'torch song', 'vocal jazz']"
0.384,1999,0.815,['the white stripes'],0.32,149400,0.979,0,0XFYhlNH5OEQnYg9Oj21U5,0.00247,0,0.457,-1.943,1,The Big Three Killed My Baby,40,1999-06-15,0.272,73.50399999999998,"the choir of trinity college, cambridge","the choir of trinity college, cambridge","['british choir', 'cambridge choir', 'choral']"
0.147,1939,0.862,['glenn miller'],0.342,202760,0.126,0,3ziJFd6JeioC8Xfct0UXpJ,0.0998,3,0.146,-11.857,1,Moonlight Serenade,54,1939,0.0265,77.873,members of the glenn miller orchestra,members of the glenn miller orchestra,[]
